Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
37.7,142.0,10.3,11.1,6.9,146.3,0,Bhuttan,+1
65.9,114.2,15.9,6.7,5.8,115.9,1,Assam,-1
62.9,115.5,4.6,8.2,5.3,117.7,0,Assam,-1
41.8,193.4,11.2,12.1,4.4,196.4,0,Assam,-1
35.1,140.8,9.5,9.6,7.0,147.2,1,Bhuttan,+1
56.1,145.6,14.3,8.8,5.2,146.9,1,Assam,-1
43.0,184.6,11.4,8.7,4.4,184.1,0,Assam,-1
30.7,133.0,8.6,12.1,5.5,139.8,1,Bhuttan,+1
68.1,141.2,5.5,11.0,7.0,148.6,0,Bhuttan,+1
45.9,140.2,11.2,10.1,6.4,145.9,1,Bhuttan,+1
49.1,126.6,9.6,10.8,8.6,133.2,0,Bhuttan,+1
36.7,129.2,17.5,12.1,6.8,135.9,1,Bhuttan,+1
52.6,154.5,7.5,10.1,5.0,156.7,0,Assam,-1
42.6,135.8,12.4,8.5,4.2,135.4,1,Assam,-1
35.2,140.6,15.0,7.7,3.2,143.3,1,Assam,-1
35.1,130.5,11.8,8.2,6.9,135.9,1,Bhuttan,+1
66.9,143.7,14.8,9.1,5.3,144.1,0,Assam,-1
22.6,130.5,8.8,5.1,5.4,133.6,1,Assam,-1
60.7,101.8,12.3,7.5,5.2,103.2,1,Assam,-1
45.0,179.0,11.4,7.9,5.2,179.3,1,Assam,-1
26.8,152.5,18.2,5.5,4.1,155.4,1,Assam,-1
63.2,125.1,17.7,5.9,4.5,126.9,1,Assam,-1
42.2,126.5,8.7,12.7,7.8,133.1,1,Bhuttan,+1
44.8,174.0,9.7,12.3,6.3,179.7,1,Bhuttan,+1
41.7,137.0,5.9,7.6,7.6,143.2,1,Bhuttan,+1
46.9,141.0,2.9,10.5,7.9,147.3,0,Bhuttan,+1
70.7,139.6,10.8,10.0,7.6,145.7,1,Bhuttan,+1
39.0,126.6,8.9,12.9,8.8,132.6,1,Bhuttan,+1
30.8,131.3,9.4,8.6,6.5,135.7,1,Bhuttan,+1
69.3,137.9,8.3,9.2,5.6,141.7,1,Assam,-1
44.3,119.8,12.7,9.4,5.6,122.1,0,Assam,-1
24.5,158.7,15.9,6.5,4.8,161.8,0,Assam,-1
38.1,125.8,17.2,9.5,6.8,132.4,1,Bhuttan,+1
35.1,170.1,13.2,7.2,5.2,172.0,0,Assam,-1
54.8,177.4,8.8,12.2,6.7,183.7,1,Bhuttan,+1
35.4,162.2,8.5,9.5,5.2,165.2,0,Assam,-1
39.9,157.3,7.7,7.9,5.7,164.4,1,Bhuttan,+1
24.8,134.5,12.4,10.9,5.6,141.0,0,Bhuttan,+1
29.3,141.9,9.4,7.1,2.2,144.1,1,Assam,-1
32.1,152.1,11.7,12.5,8.0,159.0,1,Bhuttan,+1
39.6,140.9,2.5,15.9,6.9,147.6,1,Bhuttan,+1
48.4,137.1,8.4,9.0,7.2,143.6,1,Bhuttan,+1
59.9,152.7,12.2,10.1,6.1,159.8,1,Bhuttan,+1
49.5,129.4,10.8,9.7,7.8,136.6,1,Bhuttan,+1
34.9,136.1,2.6,11.7,7.4,140.8,0,Bhuttan,+1
24.0,144.1,10.9,8.7,4.8,145.9,1,Assam,-1
46.2,150.9,10.3,8.7,5.1,153.9,1,Assam,-1
67.4,175.4,9.9,7.1,3.9,175.3,0,Assam,-1
39.1,160.3,4.9,11.0,6.7,166.9,1,Bhuttan,+1
41.5,112.7,11.9,9.4,5.2,113.3,0,Assam,-1
36.2,146.0,5.5,11.5,7.5,151.9,1,Bhuttan,+1
37.8,119.9,11.2,11.9,7.0,125.5,0,Bhuttan,+1
48.9,130.3,8.0,12.0,5.7,136.2,0,Bhuttan,+1
30.3,140.6,9.9,11.8,7.2,146.2,1,Bhuttan,+1
47.2,186.3,14.2,8.0,5.6,187.6,0,Assam,-1
40.4,191.8,9.9,7.0,4.6,195.7,1,Assam,-1
45.7,145.4,8.1,9.5,5.6,151.0,1,Bhuttan,+1
35.9,121.2,9.4,10.3,3.8,124.6,1,Assam,-1
31.9,187.5,13.7,6.9,5.4,190.0,1,Assam,-1
30.5,130.0,10.1,10.9,5.8,135.4,1,Bhuttan,+1
35.8,118.8,13.4,11.2,6.6,126.4,1,Bhuttan,+1
62.0,162.4,12.4,9.0,7.4,168.7,1,Bhuttan,+1
43.4,127.7,9.4,9.2,6.6,129.1,0,Assam,-1
34.0,197.4,14.6,7.7,7.1,201.2,1,Assam,-1
36.8,145.4,7.2,9.4,6.1,149.7,1,Bhuttan,+1
41.4,152.2,9.5,11.3,7.5,158.1,1,Bhuttan,+1
40.6,126.8,6.5,10.8,5.8,132.3,1,Bhuttan,+1
26.7,129.1,14.3,12.3,8.8,136.8,1,Bhuttan,+1
37.4,132.4,9.9,6.0,5.5,135.7,1,Assam,-1
63.7,162.7,8.2,7.3,6.2,168.6,0,Bhuttan,+1
33.5,145.7,13.6,7.4,5.2,147.5,1,Assam,-1
35.4,120.5,7.8,8.9,5.4,123.8,1,Assam,-1
33.7,122.6,12.6,6.9,7.9,127.6,1,Bhuttan,+1
57.3,137.5,14.9,12.2,7.2,143.2,1,Bhuttan,+1
62.8,162.4,15.6,10.1,4.4,161.0,1,Assam,-1
44.8,118.7,10.3,10.8,5.9,123.2,1,Bhuttan,+1
55.1,155.2,14.7,9.3,6.5,158.8,1,Assam,-1
58.5,137.7,9.5,6.2,5.0,137.7,1,Assam,-1
37.2,135.2,10.2,11.4,6.8,142.1,1,Bhuttan,+1
50.0,115.6,10.9,6.4,4.7,116.8,1,Assam,-1
29.7,148.0,17.0,6.3,8.3,151.1,1,Assam,-1
31.3,129.8,7.6,7.3,5.5,133.2,1,Assam,-1
36.7,149.0,13.1,9.8,7.2,154.8,1,Bhuttan,+1
38.3,135.3,12.8,9.6,6.5,138.5,0,Assam,-1
60.6,122.6,9.8,9.2,5.6,125.6,0,Assam,-1
54.3,173.8,11.8,8.7,3.6,176.1,1,Assam,-1
27.1,152.6,16.6,9.1,4.9,155.7,1,Assam,-1
46.4,144.1,5.9,9.4,6.1,150.6,1,Bhuttan,+1
38.5,140.5,11.0,10.8,6.8,147.1,0,Bhuttan,+1
29.5,185.5,11.1,5.9,4.0,186.7,1,Assam,-1
32.6,160.3,8.7,8.6,6.7,166.6,1,Bhuttan,+1
30.8,131.4,13.7,8.2,6.0,134.7,0,Assam,-1
29.4,158.9,10.4,6.0,6.5,161.2,0,Assam,-1
55.1,185.4,15.0,7.9,5.6,187.7,1,Assam,-1
46.5,148.7,9.2,7.7,6.6,153.9,1,Bhuttan,+1
64.5,153.3,10.0,11.7,6.9,160.0,1,Bhuttan,+1
20.4,191.5,15.3,9.8,4.7,195.2,0,Assam,-1
36.9,150.4,13.0,12.8,7.1,156.1,1,Bhuttan,+1
55.2,127.6,5.1,12.4,6.5,133.6,1,Bhuttan,+1
33.4,195.3,10.1,8.7,5.2,199.1,0,Assam,-1
36.8,143.1,13.0,6.2,4.0,146.0,1,Assam,-1
38.8,133.9,10.0,7.5,4.9,137.3,0,Assam,-1
37.1,120.5,12.0,9.7,6.7,124.9,0,Bhuttan,+1
28.3,152.2,6.6,9.7,9.5,157.3,1,Bhuttan,+1
64.9,125.6,11.4,6.8,3.6,126.1,1,Assam,-1
59.7,137.3,14.1,7.2,5.7,139.8,1,Assam,-1
44.6,161.2,16.4,8.8,4.9,163.5,1,Assam,-1
27.3,177.3,15.3,9.5,5.4,178.5,0,Assam,-1
44.3,140.5,10.3,8.2,5.8,142.3,0,Assam,-1
71.4,143.3,6.3,6.9,6.5,149.1,1,Bhuttan,+1
81.6,167.4,13.7,9.1,2.1,166.7,1,Assam,-1
27.2,142.6,8.4,10.9,7.4,146.9,1,Bhuttan,+1
23.2,120.0,15.9,5.9,5.8,121.9,1,Assam,-1
40.4,134.1,11.5,12.2,7.0,139.7,1,Bhuttan,+1
61.0,173.5,6.6,7.8,7.1,176.2,1,Assam,-1
36.2,150.0,8.5,10.2,6.7,151.8,1,Assam,-1
62.0,169.2,10.4,11.7,8.7,175.5,0,Bhuttan,+1
38.9,110.4,11.0,9.2,8.5,115.6,1,Bhuttan,+1
50.3,168.4,15.3,10.3,6.0,174.2,1,Bhuttan,+1
59.5,158.5,9.9,10.4,7.6,164.7,1,Bhuttan,+1
32.7,163.7,10.4,10.3,6.3,170.7,1,Bhuttan,+1
50.3,120.7,13.3,6.3,6.9,123.6,0,Assam,-1
23.8,124.2,7.4,10.3,7.0,131.3,1,Bhuttan,+1
53.9,131.6,12.3,10.1,6.7,137.0,1,Bhuttan,+1
32.4,181.7,14.0,8.5,4.5,182.2,1,Assam,-1
40.9,186.7,14.9,7.7,6.1,187.3,1,Assam,-1
45.9,151.2,14.6,6.5,4.4,154.3,1,Assam,-1
49.9,155.4,13.3,8.2,7.2,161.3,0,Bhuttan,+1
30.2,116.1,23.7,7.9,5.1,118.5,1,Assam,-1
48.6,142.7,8.0,11.1,7.1,148.2,1,Bhuttan,+1
38.6,140.3,4.8,11.6,8.0,147.1,1,Bhuttan,+1
44.3,151.6,6.0,11.9,7.2,157.4,1,Bhuttan,+1
46.7,141.6,13.1,5.6,5.6,146.6,1,Bhuttan,+1
41.0,183.8,12.6,7.8,5.8,186.5,0,Assam,-1
42.4,152.0,13.5,9.8,5.4,154.6,0,Assam,-1
44.7,137.8,12.5,13.6,8.1,142.5,1,Bhuttan,+1
32.6,152.3,12.7,9.9,6.0,157.2,1,Bhuttan,+1
39.7,155.6,10.5,9.8,6.7,161.3,1,Bhuttan,+1
42.9,146.9,11.6,11.0,4.6,152.4,1,Bhuttan,+1
28.7,150.9,4.9,12.6,5.6,157.7,1,Bhuttan,+1
34.3,125.8,12.9,8.5,7.6,131.0,1,Bhuttan,+1
55.2,178.1,12.1,8.2,4.6,179.2,0,Assam,-1
31.1,136.5,11.4,11.3,8.7,144.6,1,Bhuttan,+1
50.9,146.3,9.9,6.5,5.6,148.1,0,Assam,-1
43.1,122.7,15.2,8.0,6.6,128.1,1,Bhuttan,+1
28.6,168.7,14.6,6.1,5.6,170.6,1,Assam,-1
52.2,175.6,11.6,8.4,5.4,178.4,1,Assam,-1
45.1,133.3,8.4,12.3,6.5,138.9,0,Bhuttan,+1
23.0,109.7,12.4,10.1,6.7,113.7,1,Bhuttan,+1
39.4,147.4,8.8,7.0,5.1,148.7,1,Assam,-1
24.0,106.5,9.7,8.4,5.9,109.3,1,Assam,-1
43.5,122.2,10.2,8.0,5.9,125.3,0,Assam,-1
27.7,195.9,11.0,7.0,5.0,198.6,1,Assam,-1
39.2,119.4,8.1,5.9,3.4,121.8,0,Assam,-1
67.3,135.4,12.4,6.3,4.5,137.1,1,Assam,-1
42.6,154.3,12.0,9.0,6.8,161.1,1,Bhuttan,+1
54.9,165.6,5.1,8.9,5.4,171.8,0,Bhuttan,+1
41.0,150.1,13.6,7.3,4.6,151.9,0,Assam,-1
43.6,157.1,9.2,7.8,5.6,160.2,0,Assam,-1
18.6,143.1,14.2,7.5,4.9,146.8,0,Assam,-1
58.9,141.7,13.4,10.5,5.9,147.7,0,Bhuttan,+1
22.3,140.4,3.9,9.1,7.2,145.5,1,Bhuttan,+1
42.5,121.6,11.6,6.7,8.9,129.9,1,Bhuttan,+1
35.8,184.8,12.8,9.1,4.2,186.6,1,Assam,-1
49.6,127.9,8.4,5.8,6.6,130.3,1,Assam,-1
43.3,149.2,10.8,10.8,5.9,155.9,1,Bhuttan,+1
49.5,141.3,12.5,8.2,8.0,147.9,1,Bhuttan,+1
52.6,153.3,8.3,10.0,7.9,161.1,1,Bhuttan,+1
24.3,148.7,4.9,7.8,4.6,150.0,1,Assam,-1
46.5,163.1,11.7,4.9,4.9,166.6,1,Assam,-1
47.5,148.9,8.6,7.2,6.0,151.2,0,Assam,-1
43.8,145.5,9.2,11.5,9.5,152.2,1,Bhuttan,+1
42.2,132.8,9.2,12.0,7.8,138.9,1,Bhuttan,+1
46.8,157.2,15.1,9.3,3.5,161.4,1,Assam,-1
44.7,133.1,12.9,6.1,5.8,135.3,0,Assam,-1
38.0,169.0,7.4,12.4,6.8,175.6,1,Bhuttan,+1
38.6,139.6,12.2,9.5,6.8,145.7,0,Bhuttan,+1
41.4,150.8,5.0,7.2,8.2,157.4,1,Bhuttan,+1
46.4,110.8,8.3,7.8,5.1,112.3,0,Assam,-1
47.2,173.3,12.8,8.8,7.6,179.4,1,Bhuttan,+1
60.0,115.5,4.4,14.5,7.3,122.9,1,Bhuttan,+1
48.3,150.9,13.9,9.4,5.5,153.1,1,Assam,-1
32.9,111.9,10.1,8.6,6.8,119.1,1,Bhuttan,+1
36.2,141.6,18.2,9.0,7.3,147.2,1,Bhuttan,+1
55.8,118.4,15.3,9.2,6.3,119.2,1,Assam,-1
48.7,211.7,11.7,7.3,5.4,214.7,1,Assam,-1
29.1,158.4,6.3,5.9,6.0,163.9,1,Bhuttan,+1
46.3,155.0,1.6,6.2,8.7,160.8,1,Bhuttan,+1
60.8,170.6,4.5,5.7,4.6,173.4,1,Assam,-1
67.6,111.8,12.3,6.3,5.7,115.8,1,Assam,-1
30.5,120.1,7.1,11.4,6.1,125.8,1,Bhuttan,+1
54.2,88.4,10.2,7.5,5.4,90.6,0,Assam,-1
31.0,124.8,12.7,7.7,6.9,129.9,1,Bhuttan,+1
37.8,131.7,14.1,9.9,6.5,139.6,1,Bhuttan,+1
37.8,143.1,11.8,10.0,5.1,143.6,0,Assam,-1
33.5,127.0,13.8,6.8,5.4,130.9,0,Assam,-1
34.0,190.8,10.2,7.7,7.7,193.4,1,Assam,-1
40.0,150.5,10.7,8.9,6.6,154.0,0,Assam,-1
34.4,140.8,7.4,6.0,5.9,147.3,0,Bhuttan,+1
38.1,160.3,16.7,8.3,4.3,163.9,1,Assam,-1
63.6,151.4,13.5,10.5,8.8,157.7,1,Bhuttan,+1
21.3,168.9,12.9,6.4,4.8,171.7,1,Assam,-1
47.1,121.1,8.2,7.0,6.6,124.7,0,Assam,-1
15.6,137.2,10.7,8.7,6.3,143.0,1,Bhuttan,+1
34.6,154.4,8.3,10.2,5.3,159.7,0,Bhuttan,+1
46.9,154.4,9.7,6.3,8.4,160.2,1,Bhuttan,+1
31.7,152.6,10.2,8.0,5.8,157.9,0,Bhuttan,+1
78.8,115.9,12.8,9.1,5.0,118.4,1,Assam,-1
35.5,124.0,11.1,10.9,7.5,132.0,0,Bhuttan,+1
40.6,154.8,13.4,10.3,8.1,160.3,0,Bhuttan,+1
47.6,155.5,14.4,10.6,5.7,158.4,0,Assam,-1
18.3,143.3,7.2,8.6,4.1,145.0,1,Assam,-1
40.0,150.7,9.8,8.2,6.7,152.9,1,Assam,-1
35.9,164.3,8.4,10.5,7.0,168.5,1,Bhuttan,+1
32.8,180.7,9.3,7.9,6.2,184.4,0,Assam,-1
52.7,120.9,15.8,8.2,4.9,124.3,1,Assam,-1
33.6,133.8,13.1,9.2,7.4,140.2,1,Bhuttan,+1
30.4,153.2,10.1,10.1,5.8,155.9,0,Assam,-1
40.7,164.8,10.8,11.3,6.3,170.5,0,Bhuttan,+1
23.6,144.0,3.5,12.8,6.6,149.2,1,Bhuttan,+1
24.4,124.6,10.3,6.7,6.5,130.3,1,Bhuttan,+1
32.3,144.5,1.5,10.1,8.9,151.8,1,Bhuttan,+1
51.8,185.6,10.9,6.4,4.6,187.6,1,Assam,-1
44.3,124.3,15.3,10.3,5.9,129.4,0,Bhuttan,+1
35.6,191.3,14.3,8.3,4.4,194.0,0,Assam,-1
39.1,143.6,20.2,5.9,7.0,149.2,1,Bhuttan,+1
80.0,151.1,11.0,6.0,5.2,154.0,0,Assam,-1
76.3,146.1,16.0,11.4,8.0,153.3,0,Bhuttan,+1
54.4,172.4,13.0,12.3,6.8,177.5,1,Bhuttan,+1
24.7,130.6,4.8,6.0,7.3,135.6,0,Bhuttan,+1
56.5,150.1,17.3,7.2,7.0,156.1,1,Bhuttan,+1
44.2,123.1,11.6,7.0,6.3,130.6,0,Bhuttan,+1
62.0,116.6,10.3,5.9,4.8,120.7,1,Assam,-1
24.4,118.4,9.6,11.7,7.5,123.1,1,Bhuttan,+1
34.9,190.9,12.2,8.9,7.6,193.6,0,Assam,-1
44.9,106.2,14.3,8.7,4.2,107.2,0,Assam,-1
27.0,109.7,14.8,9.9,6.3,115.5,1,Bhuttan,+1
31.7,140.7,6.9,9.2,6.3,147.3,1,Bhuttan,+1
33.9,105.2,4.0,12.6,8.3,110.5,1,Bhuttan,+1
37.2,116.9,10.0,10.0,7.7,123.6,0,Bhuttan,+1
77.2,121.8,14.2,8.8,3.8,124.8,1,Assam,-1
39.1,175.3,10.7,11.4,5.7,175.8,1,Assam,-1
50.5,130.5,7.2,9.7,7.2,134.7,1,Bhuttan,+1
54.8,147.4,11.7,8.6,6.5,153.7,1,Bhuttan,+1
40.0,127.5,11.8,6.2,7.5,132.7,1,Bhuttan,+1
48.2,137.3,17.1,3.8,5.1,137.2,1,Assam,-1
70.0,146.3,8.1,10.5,7.9,153.0,1,Bhuttan,+1
55.1,140.1,8.2,12.4,5.7,147.2,1,Bhuttan,+1
26.2,129.5,9.8,6.9,6.7,134.7,1,Bhuttan,+1
33.4,150.4,10.1,13.7,6.5,155.8,1,Bhuttan,+1
62.2,124.3,5.8,7.8,5.4,124.4,1,Assam,-1
38.0,169.0,13.5,7.2,4.5,171.3,0,Assam,-1
52.0,133.7,11.5,8.7,4.3,136.9,1,Assam,-1
69.8,123.5,13.4,7.2,4.5,126.8,1,Assam,-1
58.3,135.9,11.0,9.9,5.7,142.4,1,Bhuttan,+1
36.9,172.4,9.7,8.4,4.3,175.3,1,Assam,-1
55.8,200.8,6.4,8.3,6.3,203.8,1,Assam,-1
36.2,116.3,13.6,8.4,5.7,117.9,1,Assam,-1
39.1,147.3,13.3,5.6,7.7,154.4,1,Bhuttan,+1
36.2,113.6,6.1,7.1,3.5,117.5,1,Assam,-1
35.5,165.3,12.4,12.6,7.5,171.2,0,Bhuttan,+1
29.0,169.7,15.2,10.0,4.8,171.3,1,Assam,-1
48.8,144.1,15.2,7.8,4.5,146.5,0,Assam,-1
46.0,134.3,8.9,5.3,8.1,139.5,0,Bhuttan,+1
49.3,149.6,14.0,5.6,5.0,152.1,1,Assam,-1
55.1,149.7,5.7,11.2,7.9,156.1,1,Bhuttan,+1
51.5,132.7,12.4,7.8,6.1,133.6,1,Assam,-1
34.7,164.9,3.7,9.5,7.7,172.5,1,Bhuttan,+1
40.5,130.1,9.9,10.0,7.3,135.7,1,Bhuttan,+1
62.0,186.4,13.4,10.4,8.1,191.4,0,Bhuttan,+1
58.1,134.7,9.0,8.3,8.2,141.2,0,Bhuttan,+1
41.9,142.6,12.3,4.5,5.0,145.4,1,Assam,-1
20.3,117.9,8.8,15.2,7.6,123.3,1,Bhuttan,+1
55.6,180.6,13.5,10.4,3.9,182.4,0,Assam,-1
37.6,153.0,11.2,6.1,4.4,155.8,1,Assam,-1
27.6,160.5,4.8,9.1,5.2,163.9,1,Assam,-1
65.7,133.9,15.8,10.2,7.5,136.2,1,Assam,-1
47.7,135.5,14.5,11.2,4.2,135.3,0,Assam,-1
39.3,128.1,11.3,12.7,7.4,135.2,1,Bhuttan,+1
23.7,190.3,9.5,8.7,5.0,193.6,1,Assam,-1
29.6,139.8,17.4,7.6,4.5,143.1,1,Assam,-1
57.1,158.4,7.9,7.3,8.8,165.3,1,Bhuttan,+1
33.3,144.5,23.9,7.7,5.7,145.0,1,Assam,-1
50.5,157.2,12.1,11.8,5.8,164.8,1,Bhuttan,+1
50.4,112.6,11.2,12.9,6.5,119.5,1,Bhuttan,+1
28.9,118.0,9.8,9.1,4.0,118.5,0,Assam,-1
41.5,160.3,15.0,10.3,6.0,166.1,1,Bhuttan,+1
58.9,148.4,10.9,7.5,7.7,157.2,1,Bhuttan,+1
34.6,147.0,1.8,8.1,8.4,152.4,1,Bhuttan,+1
50.9,129.5,12.6,10.5,6.9,134.5,1,Bhuttan,+1
32.6,116.8,12.7,9.1,8.3,124.2,0,Bhuttan,+1
74.2,137.7,9.9,5.3,3.7,138.5,1,Assam,-1
47.1,124.9,9.0,6.1,5.7,128.4,1,Assam,-1
27.5,119.7,9.8,13.5,7.5,126.8,1,Bhuttan,+1
28.3,131.3,9.3,10.4,6.9,135.5,1,Bhuttan,+1
25.7,179.4,12.4,10.2,7.3,186.0,1,Bhuttan,+1
27.5,165.2,14.0,9.0,6.8,170.5,1,Bhuttan,+1
44.8,151.9,12.2,12.1,6.7,157.4,1,Bhuttan,+1
59.2,148.0,8.8,8.9,2.3,149.3,1,Assam,-1
46.5,130.9,7.1,7.9,8.8,138.2,1,Bhuttan,+1
28.1,114.1,9.8,8.3,6.3,119.6,1,Bhuttan,+1
42.0,132.8,12.9,6.9,6.0,136.1,0,Assam,-1
32.1,203.4,13.6,9.0,5.9,206.1,1,Assam,-1
32.6,112.4,14.3,11.7,7.1,119.1,1,Bhuttan,+1
34.9,115.6,10.9,6.4,4.1,116.1,0,Assam,-1
38.5,148.4,8.0,10.7,4.8,154.4,1,Bhuttan,+1
38.6,161.0,8.6,9.2,8.1,164.9,1,Bhuttan,+1
35.8,120.8,13.8,8.8,5.7,123.1,1,Assam,-1
31.5,206.4,13.1,6.6,4.5,209.4,1,Assam,-1
37.6,186.1,19.7,9.7,5.2,187.2,1,Assam,-1
45.2,165.2,15.1,7.0,4.0,166.5,1,Assam,-1
65.0,164.5,9.2,8.3,8.4,169.2,1,Bhuttan,+1
45.9,128.2,12.8,12.0,6.6,133.5,1,Bhuttan,+1
47.9,159.7,3.7,11.5,7.0,166.0,1,Bhuttan,+1
39.2,132.9,7.8,13.5,7.5,138.3,0,Bhuttan,+1
34.8,128.9,14.6,9.4,6.6,135.9,1,Bhuttan,+1
40.5,201.8,13.5,4.8,5.1,204.8,0,Assam,-1
39.0,116.0,13.0,8.2,5.9,119.5,1,Assam,-1
34.6,127.1,7.4,11.6,6.8,132.5,1,Bhuttan,+1
50.7,134.6,14.0,11.0,4.1,137.0,0,Assam,-1
38.5,153.0,16.6,10.5,5.3,156.6,1,Assam,-1
47.2,142.4,7.2,9.4,6.3,148.4,1,Bhuttan,+1
32.6,138.7,9.3,10.0,5.1,142.0,1,Assam,-1
40.3,134.9,11.9,14.4,8.6,140.8,0,Bhuttan,+1
39.7,116.8,10.1,9.2,6.0,123.0,1,Bhuttan,+1
30.8,107.1,15.4,10.2,7.8,112.7,1,Bhuttan,+1
44.0,184.6,10.7,5.6,5.1,185.9,1,Assam,-1
57.5,139.3,16.7,6.1,5.0,141.5,0,Assam,-1
54.3,140.2,7.7,6.5,6.3,146.7,1,Bhuttan,+1
52.6,153.7,7.5,6.2,4.5,156.0,0,Assam,-1
47.4,143.0,12.3,9.5,7.8,149.8,1,Bhuttan,+1
38.7,118.1,1.7,9.1,4.7,120.2,0,Assam,-1
38.3,137.3,8.4,10.9,5.7,144.9,1,Bhuttan,+1
43.3,145.6,7.0,11.9,4.6,146.5,0,Assam,-1
26.1,151.3,10.5,12.9,8.6,159.2,1,Bhuttan,+1
30.2,129.8,8.7,8.8,7.8,136.0,1,Bhuttan,+1
29.5,159.3,5.0,10.6,6.3,166.3,1,Bhuttan,+1
71.4,129.3,16.5,6.9,5.4,132.6,0,Assam,-1
36.5,135.3,4.2,8.9,5.9,141.6,1,Bhuttan,+1
53.4,139.5,8.2,6.5,6.0,141.7,1,Assam,-1
32.4,137.9,4.1,10.1,8.6,143.7,0,Bhuttan,+1
43.9,175.2,3.7,8.1,3.8,177.5,0,Assam,-1
47.1,129.7,14.7,11.6,9.4,137.9,1,Bhuttan,+1
40.4,155.8,6.9,10.2,6.4,162.8,1,Bhuttan,+1
27.5,138.1,13.7,9.0,7.1,145.0,1,Bhuttan,+1
40.8,143.4,13.4,11.7,4.7,145.3,1,Assam,-1
43.7,117.5,15.9,7.7,3.7,121.3,0,Assam,-1
49.7,146.1,11.0,12.4,5.0,154.1,0,Bhuttan,+1
40.8,140.7,6.8,6.9,5.6,147.8,1,Bhuttan,+1
53.8,130.0,10.5,6.2,4.6,133.9,1,Assam,-1
23.8,108.7,7.9,8.3,8.3,113.7,1,Bhuttan,+1
66.4,123.2,5.5,4.7,5.2,126.3,1,Assam,-1
64.9,166.9,12.5,8.2,5.3,169.2,1,Assam,-1
46.9,166.4,2.3,6.5,7.7,173.1,1,Bhuttan,+1
26.8,144.4,10.1,7.7,5.5,147.4,1,Assam,-1
38.7,152.7,3.1,8.3,5.3,160.1,0,Bhuttan,+1
52.1,135.4,12.8,11.1,6.1,142.1,1,Bhuttan,+1
40.7,121.2,10.7,10.0,6.1,128.9,1,Bhuttan,+1
52.8,197.6,7.3,5.7,4.8,201.5,0,Assam,-1
58.9,191.4,15.3,9.4,8.0,194.4,1,Assam,-1
30.0,128.9,9.4,12.8,8.4,134.0,1,Bhuttan,+1
51.2,124.8,15.6,8.0,5.8,125.2,1,Assam,-1
45.8,142.8,8.4,9.3,7.3,149.1,1,Bhuttan,+1
56.7,112.3,12.2,9.2,6.6,114.0,1,Assam,-1
35.2,128.4,6.5,12.7,8.0,134.6,0,Bhuttan,+1
20.7,145.5,11.2,9.9,7.9,151.3,1,Bhuttan,+1
54.1,122.3,13.9,9.9,4.4,124.8,0,Assam,-1
40.5,160.4,6.3,8.7,5.4,163.5,1,Assam,-1
48.1,116.2,15.1,7.0,5.7,119.1,0,Assam,-1
27.7,126.9,6.0,7.0,7.0,133.6,1,Bhuttan,+1
42.0,142.4,6.0,6.6,7.0,145.5,0,Assam,-1
56.9,162.6,13.2,8.8,5.5,165.3,1,Assam,-1
48.1,154.4,8.4,8.5,4.7,157.6,1,Assam,-1
50.4,157.9,12.7,10.2,7.7,163.6,1,Bhuttan,+1
38.4,146.7,11.9,15.0,7.0,153.2,1,Bhuttan,+1
42.5,143.8,4.4,7.6,5.6,149.2,1,Bhuttan,+1
27.1,185.5,11.8,10.6,6.9,191.5,0,Bhuttan,+1
55.8,147.9,11.2,9.1,6.3,153.1,1,Bhuttan,+1
30.8,174.3,11.9,7.3,5.6,177.5,1,Assam,-1
45.0,148.8,10.5,8.7,6.1,151.0,1,Assam,-1
45.5,119.5,12.3,10.4,5.0,120.8,0,Assam,-1
44.7,118.4,11.9,8.9,3.6,119.1,1,Assam,-1
42.9,123.7,6.7,5.9,6.5,130.9,1,Bhuttan,+1
40.3,116.6,10.7,8.4,8.0,121.9,0,Bhuttan,+1
69.5,149.9,9.5,7.9,5.6,152.6,0,Assam,-1
64.5,138.1,16.5,13.0,7.7,144.5,1,Bhuttan,+1
22.4,158.9,9.9,11.6,7.2,165.4,1,Bhuttan,+1
62.3,157.4,14.2,8.6,4.1,160.5,1,Assam,-1
47.4,142.4,14.0,9.2,5.4,143.9,1,Assam,-1
32.1,123.5,11.0,8.3,4.3,127.2,1,Assam,-1
41.4,152.6,17.1,8.3,5.8,155.8,0,Assam,-1
16.9,136.3,10.7,10.2,8.9,143.4,0,Bhuttan,+1
39.1,143.2,14.0,9.5,3.7,145.8,1,Assam,-1
42.5,129.6,13.3,8.0,4.6,132.7,1,Assam,-1
73.8,187.9,10.2,8.8,3.9,189.8,1,Assam,-1
69.7,168.0,14.9,9.5,5.4,173.0,1,Bhuttan,+1
41.9,128.7,10.3,11.3,8.1,134.7,1,Bhuttan,+1
50.4,202.3,12.0,5.8,5.5,205.9,1,Assam,-1
42.6,134.3,6.9,9.1,7.3,138.8,1,Bhuttan,+1
53.4,119.4,5.8,8.6,6.5,121.3,0,Assam,-1
42.4,121.4,10.8,9.1,7.5,128.8,1,Bhuttan,+1
54.3,160.1,14.4,6.8,5.2,163.5,0,Assam,-1
29.7,159.0,16.7,11.0,8.0,164.6,1,Bhuttan,+1
